Layer,Station Name,Address,City,State,Zip,County,Service Type,Status,Test Center ID / Station ID,Dealer # / DNR License,Phone,Email,Contact Name,Signed Contract (Y/N),Date of Install,Comments
Current Stations,Precision Motor Coach LLC,1281 John Fitch Boulevard,South Windsor,CT,06074,Hartford,OBD Plus,,ST0004739,,(860) 282-1118,precisionmotorcoach@gmail.com,Alan Desrosiers - owner,Y,,"5/15/24 - provided updated station information | old timer, has been doing emissions for 18 yrs, waiting room needs attention, no marked parking, lift in bay | staff was upset with DMV agent present and it was shown with their language and attitude | Updated Staffing Plan: 3/25/2026 | Bay Door: 8' 6"" | Unit #: CT2100093"
Current Stations,Suburban Subaru,6 Hartford Turnpike,Vernon,CT,06066,Tolland,OBD Plus,,ST0004764,,(860) 649-6550,emissions@krausecars.com;,Rick Manas - Svc Mgr            Keith Connors - Asst Svc Mgr,Y,,9/24 - Gage advises customer wants to relocate unit to a new bay.  The lift will be removed and the waiting area will remain the same  10/12 - relocation approved per Don C email | Updated Staffing Plan: 2/4/2026 | Unit #: CT2100103 | Secondary Email: rmanas@krausecars.com; kconnors@krausecars.com
Current Stations,Quiet Zone of Bantam,738 Bantam Road,Bantam,CT,06750,Litchfield,Full Service,,ST0004769,,(860) 567-3380,quietzonebantam@gmail.com,Justin Gilbert - Sta Mgr,Y - under served,,Updated Staffing Plan: 3/24/2026 | Bay Door: 14' verified | Unit #: CT2100074 | Secondary Email: howiefish@mac.com
Current Stations,West High Service Station Inc,355 West Main Street,Stamford,CT,06902,Fairfield,OBD Plus,,ST0004788,,2033240288  (owner cell) 203-979-7225,westhighsnow@aol.com,Don Chiappetta - owner,Y,,"Updated Staffing Plan: says it’s a waste of his time | Bay Door: 9' 8"" | Unit #: CT210196"
Current Stations,High Tech Auto,266 Boston Post Road,Orange,CT,06477,New Haven,OBD Plus,,ST0004817,,(203) 799-0888,bennyyang@att.net,Ben Yang - owner,Y,,"parking can be difficult when busy, overflow of parts in test bay | Unit #: CT2100179"
Current Stations,Waterbury Tire and Auto,144 Thomaston Avenue,Waterbury,CT,06702,New Haven,OBD Plus,,ST0004828,,(203) 754-0113,waterburytire@comcast.net,"Stephen Crocco - Sta Mgr, Bob Munroe, Svc Mgr",Y,,"2/29/24 - Steve from the station called and wants to know what is the process he needs to go through to get a second unit in the station | 5/15/24 - provided updated station information - inquired about a 2nd unit, needs approval | Updated Staffing Plan: 3/24/2026 | Bay Door: 9' 6"" | Unit #: CT2100186"
Current Stations,Car -Tune,1049 Dixwell Avenue,Hamden,CT,06514,New Haven,OBD Plus,,ST0004837,,(203) 776-7774,cartune1@hotmail.com,Mike Trofa - Sta Mgr,Y,,"lot filled with cars, no parking, viewing monitor old (hard to view test), several engines in test bay | 1/28 - Claims Lee Myles and Meineke don’t like to spend the extra time doing TSI tests so they refer motorists to their shop.  Found both sites had already tested multiple cars in the am and neither had an open service call so there should be no reason to refer elsewhere. | Updated Staffing Plan: 2/9/2026 | Bay Door: 8' | Unit #: CT2100211"
Current Stations,Hank Mays Goodyear,168 Magee Avenue,Stamford,CT,06902,Fairfield,Full Service,,ST0004839,,(203) 348-3000,stamford@hankmays.com,Richard Campbell,Y,,"3/30 - restroom needs attention | Updated Staffing Plan: 3/24/2026 | Bay Door: 9' 6"" | Unit #: CT2100064 | Secondary Email: jeannemeder@hankmays.com"
Current Stations,Lee Myles Transmission,240 Whalley Avenue,New Haven,CT,06511,New Haven,OBD Plus,,ST0004866,,(203) 785-8011,leemylesnh@aol.com,John Vuoso - Sta Mgr,Y,,"6/15/22 - Nancy states they are having staffing issues getting Sat help and don’t know if they can continue to participate if Sat hours are going to be required, pavement in poor shape, lift in bay | Updated Staffing Plan: 3/25/2026 | Unit #: CT2100136 | Secondary Email: vuosomotors@aol.com"
Current Stations,Foxy Fast Lube LLC,1605 West Main ST,Willimantic,CT,06226,Windham,Full Service,,ST0004867,,(860) 456-1395,mike@foxylube.com,Miguel Parrilla,Y,,Bay Door: 10' x 10' | Unit #: CT2100040
Current Stations,Firestone - New Haven,680 Chapel Street,New Haven,CT,06510,New Haven,Full Service,,ST0005000,,(203) 787-1208,robertsjennifer@bfusa.com,Austin James - Sta Mgr,y,,Bay Door: 10' | Unit #: CT2100156 | Secondary Email: szimmerman@bfrc.com
Current Stations,CarMax Auto Superstore Inc,89 Weston Street,Hartford,CT,06120,Hartford,Full Service,,ST0005003,,(860) 263-6812   automated,Javar_Goldburn@carmax.com,Javar Goldburn - Sta Mgr,Y,,Updated Staffing Plan: 2/4/2026 | Bay Door: 10' | Unit #: CT2100022 | Secondary Email: jack_murphy@carmax.com
Current Stations,Modern Tire And Auto Service,867 Cromwell Avenue,Rocky Hill,CT,06067,Hartford,OBD Plus,,ST0005004,,(860) 760-9000,rockyhill@moderntirect.com,Frank Cammuso - Sta Mgr,Y,,Updated Staffing Plan: 3/4/2026 | Bay Door: 12' | Unit #: CT2100023 | Secondary Email: mtireinc@netscape.net
Current Stations,Economy Oil Change,315 Hartford Turnpike,Vernon,CT,06066,Tolland,Full Service,,ST0005006,,(860) 875-1222,8036@fsaretail.com,Brian Harlow,Y,,"11/15/24 - complaint - refused to test without fail paperwork, went to Valvoline and tested no problem | Unit #: CT2100018"
Current Stations,Stillys Automotive LLC,117 S Burnham Hwy,Lisbon,CT,06351,New London,OBD Plus,,ST0005016,,(860) 376-1700,stillysauto@yahoo.com,Scott Still - owner,Y - under served,,Updated Staffing Plan: 2/9/2026 | Bay Door: 12' | Unit #: CT2100239
Current Stations,Firestone - Plainville,459 Farmington Avenue,Plainville,CT,06062,Hartford,OBD Plus,,ST0005018,R7269,(860) 793-4935,robertsjennifer@bfusa.com,Austin Grounds - Sta Mgr,Y,,Updated Staffing Plan: 2/5/2026 | Bay Door: 11' | Unit #: CT2100044 | Secondary Email: szimmerman@bfrc.com
Current Stations,Keating Automotive,2619 Whitney Avenue,Hamden,CT,06518,New Haven,OBD Plus,,ST0005020,,(203) 288-0111,billy@keatingautomotive.com,Casey Muzio - Sta Mgr,Y,,"small parking area, side street had to be utilized | Updated Staffing Plan: 3/12/2026 | Unit #: CT2100207"
Current Stations,Tasca Ford,250 Webster Square,Berlin,CT,06037,Hartford,OBD Plus,,ST0005023,,(860) 828-3546,tmoran@tasca.com,Tom Moran or Dale White,Y,,"3/27/25 - advised of numerous reports of turn aways and possible decert 4/15/25 - passed covert audit, doing much better now | Unit #: CT2100085"
Current Stations,Marvins Midway Auto,28 Amston Road,Colchester,CT,06415,New London,OBD Plus,,ST0005025,,(860) 537-4900,midwayauto07@sbcglobal.net,"Wilbert ""Bert"" Marvin - owner",Y - under served,,restroom needs to be ceaner | Updated Staffing Plan: emailed has not changed? | Unit #: CT2100193
Current Stations,Falbos Tire and Auto Center,163 West Street,Seymour,CT,06483,New Haven,OBD Plus,,ST0005027,,(203) 888-4329,autowiseCT@gmail.com,Andrew Chapin,Y,,Unit #: CT2100206 | Secondary Email: akautowise@gmail.com
Current Stations,Firestone - Branford,686 West Main Street,Branford,CT,06405,New Haven,OBD Plus,,ST0005028,,(203) 488-1712,robertsjennifer@bfusa.com,Jason Hollingsworth - Sta Mgr,Y,,posters blocking view of test | Bay Door: 10' | Unit #: CT2100159 | Secondary Email: szimmerman@bfrc.com
Current Stations,A1 Complete Autocare LLC,655 Boston Post Road,Guilford,CT,06437,New Haven,Full Service,,ST0005032,,(203) 689-5069,jonmcd5656@yahoo.com,James McDonald,y,,Unit #: CT2100047 | Secondary Email: mcdonaldjamesr@gmail.com
Current Stations,Firestone - West Haven,525 Saw Mill Road,West Haven,CT,06516,New Haven,OBD Plus,,ST0005036,,(203) 933-7750,robertsjennifer@bfusa.com,Marlin Lawrence - Sta Mgr,Y,,Updated Staffing Plan: 2/4/2026 | Bay Door: 10' | Unit #: CT2100167 | Secondary Email: szimmerman@bfrc.com
Current Stations,L & S Automotive LLC,1157 Meriden-Waterbury Tpke,Plantsville,CT,06479,Hartford,OBD Plus,,ST0005039,,(860) 621-7372,lsautomotivesales@gmail.com,Davis Langbury - Svc Mgr,y,,"4/22/24 - received a station compliment, quick & will return their for future testing needs | Updated Staffing Plan: 3/10/2026 | Unit #: CT2100089 | Secondary Email: dlbstreetglide@yahoo.com"
Current Stations,Anthony's High Tech Auto Center - Milford,541 New Haven Avenue,Milford,CT,06460,New Haven,Full Service,,ST0005040,,(203) 874-4335,ghughes247@gmail.com,Gregory Hughes - Mgr,Y,,very upset with Applus | Updated Staffing Plan: 6/2/2026 | Unit #: CT2100209 | Secondary Email: salcasa13@gmail.com
Current Stations,Rose Brother's Garage,351 Boston Post Road,North Windham,CT,06256,Windham,OBD Plus,,ST0005041,,(860) 450-0334,Rosebrothersgarage@gmail.com,Dave Rose - owner,Y,,"bathroom small and dirty, owner has plans to update in future | Bay Door: 10' | Unit #: CT2100078"
Current Stations,T & S Oil Company,200 Ward Avenue,Moosup,CT,06354,Windham,OBD Plus,,ST0005043,,(860) 564-5091,info@tandsoil.com,Bruce Dawley,Y - under served,,Updated Staffing Plan: 2/5/2026 | Bay Door: 11' | Unit #: CT2100139
Current Stations,R J  Shore Automotive LLC,1229 Foxon Road,North Branford,CT,06471,New Haven,OBD Plus,,ST0005044,,(203) 484-1181,mjifinancial@att.net,James Bruneau,Y,,Unit #: CT2100199
Current Stations,J & J Auto Repair LLC,4 Lanesville Road,New Milford,CT,06776,Litchfield,OBD Plus,,ST0005046,,(860) 717-4349,jjmotorsct@gmail.com,Antonio Jurado,Y,,Updated Staffing Plan: 5/15/2026 | Bay Door: 12' x 12' wide | Unit #: CT2100148
Current Stations,East Coast Auto Sales,2 Business Parkway,Griswold,CT,06351,New London,OBD Plus,,ST0005047,,(860) 376-5000,eastcoastautogroupllc@hotmail.com,Noah Perkins,Y - under served,,Updated Staffing Plan: 3/24/2026 | Unit #: CT2100222
Current Stations,Guilford Texaco Inc.,2293 Boston Post Road,Guilford,CT,06437,New Haven,OBD Plus,,ST0005050,,(203) 453-4961,ap@guilfordtexaco.com,Joe Famiglietti,Y,,Updated Staffing Plan: 2/4/2026 | Bay Door: 12' | Unit #: CT2100185 | Secondary Email: ernie1104@comcast.net
Current Stations,Anthony's Service Station,128 East Main Street,Plainville,CT,06062,Hartford,OBD Plus,,ST0005051 - 8/5/26 - advised will be withdrawing at year end,,(860) 747-5791,anthonyservicestation@gmail.com,"William Vivier, Sta Mgr     sta alt # ( 860) 793-6036 (emerg cell) 347-257-6577",Y,,"Updated Staffing Plan: 2/4/2026 | Bay Door: 9' 11"" | Unit #: CT2100011"
Current Stations,South Green Automotive,880 Wethersfield Avenue,Hartford,CT,06114,Hartford,OBD Plus,,ST0005052,,(860) 296-2616,sgreencars@gmail.com,Jorge Torres - Sta Mgr,Y,,"Updated Staffing Plan: 2/16/2026 | Bay Door: 9' 9"" x 9' 10"" wide | Unit #: CT2100068 | Secondary Email: Jennifer.thomasttrl@gmail.com"
Current Stations,Saybrook Auto Barn,342 Middlesex Turnpike,Old Saybrook,CT,06475,Middlesex,OBD Plus,,ST0005056,,(860) 388-2886  owner's cell (860) 575-5057,garya@saybrookautobarn.com,Ricky Hanson - Mgr     Gary - owner,Y,,8' bay door however they can pull certain oversize vehicles in the adjacent 10' door and angle to stay in view of the bay camera but it depends on the length to make the turn | Updated Staffing Plan: 3/25/2026 | Bay Door: small 8' for emissions but 10' door in adjacent bay see notes ? | Unit #: CT2100111
Current Stations,"R.J. Shore Automotive, LLC",80 Shore Drive,Branford,CT,06405,New Haven,OBD Plus,,ST0005057,,(203) 488-3677,mjifinancial@att.net,Harry DiNardi - Sta Mgr,Y,,limited parking | Unit #: CT2100142
Current Stations,Quiet Zone of Torrington,1299 East Main Street,Torrington,CT,06790,Litchfield,OBD Plus,,ST0005059,,(860) 618-7007,qztorrington@gmail.com,John Atwood - Mgr,Y,,"Updated Staffing Plan: 3/24/2026 | Bay Door: 10' 6"" x 9' x 9"" wide | Unit #: CT2100125"
Current Stations,Copeland Auto Repair LLC,1451 Highland Avenue,Cheshire,CT,06410,New Haven,OBD Plus,,ST0005063,,(203) 272-9730,copelandautorepair@gmail.com,Randy Card  - Sta Mgr,Y,,"11/15 - motorist complaint, not testing, recording says closed for 3 days but no closure request entered | Updated Staffing Plan: 7/25/2026 | Unit #: CT2100109"
Current Stations,Mitchell Auto Group Inc.,384 Hopmeadow Street,Simsbury,CT,06070,Hartford,OBD Plus,,ST0005064,,(860) 408-6000 x6050         owner's cell (860) 550-0350,stevenmitchelljp@gmail.com,"Steven Mitchell, owner",Y,,Unit #: CT2100075
Current Stations,Pep Boys #6591 - Mystic,2400 Gold Star Hwy,Mystic,CT,06355,New London,OBD Plus,,ST0005066,R7583,(860) 536-9235,svcmngr6591@pepboys.com,Robert Schmidt - Svc Mgr,Y,,5/15/24 - provided updated station information | new station - unit purchased OCT 2022 | Bay Door: 12' x 10' wide | Unit #: CT2100249
Current Stations,J's Auto Sales & Repair LLC,866 West Main Street,New Britain,CT,06053,Hartford,OBD Plus,,ST0005069,,(860) 845-4438,jsautos_rllc@yahoo.com,Jesus or Felix Ruiz owners,Y,,Updated Staffing Plan: 3/23/2026 | Unit #: CT2100087
Current Stations,Rose Brother's Garage - Columbia,164 RT 66 East,Columbia,CT,06237,Tolland,OBD Plus,,ST0005070,,(860) 228-3008,Rosebrothersgarage@gmail.com,David Rose - owner,Y - under served,,"3/29/23 - Jack sent email asking if they are going to stay or go.  No testing done since Sept 14, 2022 | 8/22/24 - received call from John (DMV) they have not tested in months. Morgan to contact to see if we can set them up with an inspector | Bay Door: 10' | Unit #: CT2100092"
Current Stations,West End Auto,1262 State Street,Bridgeport,CT,06605,Fairfield,OBD Plus,,ST0005073,,(203) 690-1301,bptautosales@gmail.com,Mazen Aljullaj - owner,Y,,Updated Staffing Plan: 3/24/2026 | Unit #: CT2100150
Current Stations,Unique Auto Sales LLC,392 East Street,New Haven,CT,06511,New Haven,OBD Plus,,ST0005074,U7472,(203) 684-3171,miguel.ctuniqueauto@gmail.com,Miguel Rivera - owner           (475) 434-6564,Y,,Updated Staffing Plan: 3/10/2026 | Unit #: CT2100169
Current Stations,Gabe's,100 North Main Street,Beacon Falls,CT,06403,New Haven,OBD Plus,,ST0005075,,(203) 729-3383,gabesstation@comcast.net,Brian DeGeorge - Sta Mgr,Y - under served,,Bay Door: 10' | Unit #: CT2100227
Current Stations,Raymond's Auto LLC,892 Route 32,North Franklin,CT,06254,New London,Full Service,,ST0005077,,(860) 642-6792,joslynjackie@yahoo.com,Alexis Rodriguez,Y - under served,,Updated Staffing Plan: 2/4/2026 | Bay Door: 12' x 10' wide | Unit #: CT2100231
Current Stations,General Muffler & Automotive Supply - Ansonia LLC,670 Main Street,Ansonia,CT,06401,New Haven,OBD Plus,,ST0005079,,(203) 735-6406,generalmuffler@gmail.com,Bill Nicoletti Iii - Sta Mgr,Y,,"8-6, dyne in bay, claims DMV approved | 2/3/25 - DMV advised of lock out due to bond issue 2/5/25 - issue resolved | Updated Staffing Plan: 7/31/2026 | Bay Door: 9.5 | Unit #: CT2100218"
Current Stations,Vachon GMC Cadillac,139 Pomfret Street,Putnam,CT,06260,Windham,OBD Plus,,"ST0005081 - will be moving to a new location in Brooklyn, needs DMV approval ?",,(860) 928-6572,daveg@checkvachon.com,Dave Guillot - Svc Mgr,Y,,"3/5/2026 - advised will be moving to a new location at 445 Providence Rd, Brooklyn in 6-8 months, needs new DNR and DMV approval | site is under construction, will let us know when ready for a site visit | Updated Staffing Plan: 2/10/2026 | Bay Door: 8' x 9' wide | Unit #: CT2100086"
Current Stations,Newtown Car Care Center Inc.,3 Commerce Road,Newtown,CT,06470,Fairfield,OBD Plus,,ST0005082,,(203) 426-7145,newtowncarcarecenter@gmail.com,Johnny Koschel - Sta Mgr,y,,Updated Staffing Plan: 5/5/2026 | Bay Door: 12' | Unit #: CT2100135 | Secondary Email: johnkoschel@yahoo.com
Current Stations,Jays Auto Deals On Wheels LLC,333 Main Street,Manchester,CT,06040,Hartford,Full Service,,ST0005083,,(860) 646-3444,jaysautoct@gmail.com,Jay Pitchell - owner,Y,,"trash aroud parking lot, no parking, excessive cars onlot, a lot of items on test bay floor | Updated Staffing Plan: 3/10/2026 | Bay Door: 13' | Unit #: CT2100012"
Current Stations,CDLS Mobile Repair LLC,915 N Main St,Danielson,CT,06239,Windham,Full Service,,ST0005087,,(860) 317-1089,cdlsmobilerepairllc@yahoo.com,"Michael Messina, Jr.            Aileen Brennan, Principal",Y - under served,,Updated Staffing Plan: 3/26/2026 | Unit #: CT2100043 | Secondary Email: cdlsmobile114@yahoo.com
Current Stations,Old Gate Automotive DBA Midas of Milford,254 Old Gate Lane,Milford,CT,06460,New Haven,OBD Plus,,ST0006008,,(203) 878-7688,milfordmidas@optonline.net,Jim Halpin - owner,Y,,5/15/24 - provided updated station information | Bay Door: 12' | Unit #: CT2100154
Current Stations,Quiet Zone of Naugatuck,144 Rubber Ave,Naugatuck,CT,06770,New Haven,OBD Plus,,ST0006009,,(203) 632-5865,qznaugatuck@gmail.com,James Gilbert,Y,,"Updated Staffing Plan: 3/24/2026 | Bay Door: 8' 9"" | Unit #: CT2100020"
Current Stations,Monro Muffler Store #163,150 Danbury Road,New Milford,CT,06776,Litchfield,OBD Plus,,ST0006010,,(860) 354-1233,shop163@monrostores.com,Peter Zaborowski - Store Mgr,Y,,Updated Staffing Plan: 3/24/2026 | Bay Door: 14' | Unit #: CT2100107 | Secondary Email: cynthia.angora@monro.com
Current Stations,Bent Autobahn Automotive Repair LLC,14 Cross St.,Norwalk,CT,06851,Fairfield,OBD Plus,,ST0006011,,(203) 939-1314,bentautobahn@gmail.com,Wayne Bent - owner,Y,,10/3/25 - owner will send email advising of withdrawal due to Sat testing requirement | Unit #: CT2100198
Current Stations,Quiet Zone of Orange,404 Boston Post Rd.,Orange,CT,06477,Fairfield,Full Service,,ST0006014,,(203) 509-5460,qzorangect@gmail.com,Jim Oppedisano 203-553-9950,Y,,Unit #: CT2100204
Current Stations,Modern Tire & Auto Shelton,475 River Rd,Shelton,CT,06484,Fairfield,OBD Plus,,ST0006017,,(203) 924-8863,shelton@moderntirect.com,Lisa or Robert Amenta - owner,Y,,Updated Staffing Plan: 3/6/2026 | Bay Door: 12' | Unit #: CT2100114
Current Stations,Ray's Stafford Sales & Service,124 W Stafford St,Stafford Springs,CT,06076,Tolland,OBD Plus,,ST0006020,,(860) 684-5789,raysstaffordservice@gmail.com,"Raymond Pacheco, Jr",Y,,Bay Door: 7' | Unit #: CT2100178 | Secondary Email: rayscentersquarerepair@outlook.com
Current Stations,Car Central Auto Sales & Service,1191 N Colony Rd,Wallingford,CT,06492,New Haven,Full Service,,ST0006022,U8820,203) 303-1723,info@carcentralauto.com,Samer Abdelsylom - owner,Y,,Unit #: CT2100126
Current Stations,CarMax,450 Captain Neville Dr,Waterbury,CT,06705,New Haven,OBD Plus,,ST0006024,,(203) 591-1224,161094@carmax.com,Patrick Hermann - Gen Mgr cell (475) 202-2635,Y,,6/13/24 - received updated sta info | Updated Staffing Plan: 2/6/2026 | Bay Door: 11' | Unit #: CT2100128 | Secondary Email: patrick_s_hermann@carmax.com
Current Stations,Pep Boys # 421 - West Hartford,1000 New Britain Avenue,West Hartford,CT,06110,Hartford,Full Service,,ST0006027,R7901,(860) 570-2525 or cell (215) 430-9379,svcmngr0421@pepboys.com,Richard Denby - Mgr,Y,,Unit #: CT2100112
Current Stations,DeGennaro Auto & Truck Repair LLC,28 Locust Street,West Haven,CT,06516,New Haven,Full Service,,ST0006028,,(203) 932-0550,degennaroauto@yahoo.com,Nick DeGennaro - owner,Y,,Updated Staffing Plan: 3/11/2026 | Bay Door: 9' | Unit #: CT2100091
Current Stations,Meineke of Willimantic,1050 Main Street,Willimantic,CT,06226,Windham,Full Service,,ST0006029,,(860) 634-5732 or cell (860) 576-8880,2231meineke2475@gmail.com,Dale Arbo - Mgr,Y,,"3/9/24 - received a complaint sta closed at 12 but website showed 1, station advised | Unit #: CT2100235"
Current Stations,Showcase Service Center LLC,25 Mihaliak Road,Willington,CT,06279,Tolland,Full Service,,ST0006030,,(860) 458-3052,Showcaseautorecovery@gmail.com,Chris Barr - owner                                    Chelsea Barr - Mgr,Y - under served,,Unit #: CT2100058 | Secondary Email: showcaseservicecenter@gmail.com
Current Stations,Wilton Auto & Tire Center,658 Danbury Rd,Wilton,CT,06897,Fairfield,OBD Plus,,ST0006031,,(203) 761-9541,mikel@wiltonautoandtire.com,Mike Lindquist,Y,,Updated Staffing Plan: 2/5/2026 | Unit #: CT2100233
Current Stations,Monro Muffler Store #308,200 New Hartford Road,Winsted,CT,06098,Litchfield,OBD Plus,,ST0006033,,(860) 738-1336,Store0308@monro.com,Ken Mangassarian -  Mgr      Cynthia Angora - Acctg (585) 784-3388,Y - under served,,4/28/26 - status to inactive | Updated Staffing Plan: 4/16/2026 | Bay Door: 12' | Unit #: CT2100240
Current Stations,Axle & Spindle Truck Repair LLC,357 Broad St,Manchester,CT,06040,Hartford,Full Service,,ST0006035,,(860) 643-5900     cell  (860) 388-1126,lisa@axletruckrepair.com,George Fellows - owner,Y,,Updated Staffing Plan: 3/13/2026 | Bay Door: 12' | Unit #: CT2100205 | Secondary Email: gfellows@axletruckrepair.com
Current Stations,Firestone,1197 Barnum Ave,Stratford,CT,06614,Fairfield,OBD Plus,,ST0006037,,(203) 377-7878 or corp (860) 613-2901 ext 1,robertsjennifer@bfusa.com,James Capriotti - Sta Mgr,Y,,"9/29 - 12:11 pm - unable to contact Bob Beaudoin via phone - sent email advising to hold off signing the contract until further notice  2/2 - ok to sign the contract, unit was never picked up so we are going to allow them to participate.  t | Updated Staffing Plan: 4/14/2026 | Bay Door: 10' | Unit #: CT2100165 | Secondary Email: szimmerman@bfrc.com"
Current Stations,Sanchez Repair Services LLC,41 South Street,Danbury,CT,06811,Fairfield,OBD Plus,,ST0006041,,(203) 826-7331,sanchez-services@hotmail.com,Jose R. Sanchez,Y,,Updated Staffing Plan: 3/17/2026 | Unit #: CT2100137
Current Stations,Monro Muffler Store #156,918 North Colony Road,Wallingford,CT,06492,New Haven,OBD Plus,,ST0006043,,(203) 269-3301,Store0156@monro.com,Brian DeCoster,Y,,"2/22/23 - Jack spoke with Brian, Sta Mgr and advised they had defaulted and we would pick up our equipment Monday, 2/7/23 | Bay Door: 12' | Unit #: CT2100212"
Current Stations,Monro Muffler Store #192,548 Talcottville Road,Vernon,CT,06066,Tolland,OBD Plus,,ST0006047,,(860) 871-6955,Store0192@monro.com,Cynthia Angora,Y,,Updated Staffing Plan: 4/15/2026 | Bay Door: 12' | Unit #: CT2100228
Current Stations,Monro Muffler Store #196,3000 Main Street,Glastonbury,CT,06033,Hartford,OBD Plus,,ST0006050,,(860) 633-0570,Store0196@monro.com,Cynthia Angora,Y,,Bay Door: 12' | Unit #: CT2100129
Current Stations,Monro Muffler Store #207,557 West Main Street,Norwich,CT,06360,New London,OBD Plus,,ST0006053,,(860) 886-8266,Store0207@monro.com,,Y,,Updated Staffing Plan: 4/14/2026 | Bay Door: 12' | Unit #: CT2100157
Current Stations,Monro Muffler Store #295,2009 Silas Deane Highway,Rocky Hill,CT,06067,Hartford,OBD Plus,,ST0006057,,(860) 257-9414,store0295@monro.com,Cynthia Angora,Y,,"10/7/24 - received motorist complaint stating they should not be in program as he went there 3 times this week and no one is ever there to do the testing. No testing done 10/4, one test was done 10/5 | 8/29/25 - received motorist complaint insp did not want to drive vehicle into bay, no other tech onsite for another 45 mins | Bay Door: 12' | Unit #: CT2100134"
Current Stations,Monro Muffler Store #522,280 Westport Avenue,Norwalk,CT,06851,Fairfield,OBD Plus,,ST0006066,,(203) 847-6305,Store0522@monro.com,Cynthia Angora,Y,,8/16/23 - per Jack they were permanently removed from program | 8/17/23 - reinstated | Bay Door: 10' | Unit #: CT2100160
Current Stations,Monro Muffler Store #92,656 Farmington Avenue,Bristol,CT,06010,Hartford,OBD Plus,,"ST0006069 - 7/31/26 - inactive, only 1 insp",,(860) 582-3197,Store0092@monro.com,Cynthia Angora,Y,,"have not tested since 2/8/24 due to staff shortage, closure entered thru MAY 2024,  5/9/24 - resumed testing | 1/10/25 - Lenny found no testing note on door, no closure reported so Geoff entered thru Jan | Updated Staffing Plan: 4/15/2026 | Bay Door: 12' | Unit #: CT2100124"
Current Stations,Midas,91 S Main St,Torrington,CT,06790,Litchfield,OBD Plus,,ST0006070,R7638,(860) 302-9996,midasoftorrington@midasamg.com,Zack Veronneau - Sta Mgr,Y,,"10/6/21 - score is not a true reflection of station  1/19/22 - Gage did site visit, approved | Updated Staffing Plan: 3/10/2026 | Bay Door: 9' 6"" x 12' wide | Unit #: CT2100133 | Secondary Email: Zveronneau@midasamg.com"
Current Stations,Midas,33 Farmington Ave,Bristol,CT,06010,Hartford,OBD Plus,,ST0006071,R7637,(860) 302-9996,midasofbristol@midasamg.com,Adam Genuario - owner   (203) 856-3843                        Zack Veronneau - Sta Mgr,Y,,"10/6/21 - small parking lot but can get 3 spaces, lift at end of bay but will not compromise emissions, will install monitor | 1/19/22 - Gage did site visit, approved | Updated Staffing Plan: 3/10/2026 | Unit #: CT2100188 | Secondary Email: Zveronneau@midasamg.com"
Current Stations,Alex Auto Sales & Repair LLC,1905 Barnum Ave,Bridgeport,CT,06610,Fairfield,OBD Plus,,ST0006072,,(203) 807-6250,alexauto1905@gmail.com,Muhammad Zulekfal - owner,Y,,4/22/22 - ATP completed | Updated Staffing Plan: 7/12/2026 | Bay Door: 10' but no cars more than 8' | Unit #: CT2100247 | Secondary Email: ali_756@yahoo.com
Current Stations,New Fairfield Automotive,104 Route 39 North,New Fairfield,CT,06812,Fairfield,OBD Plus,,ST0006073,,(203) 746-2422,newfairfieldautomotive@gmail.com,Nick - Owner/Mgr,Y,,5/4/22 - new owner of 4170 - DMV and Opus to visit site in near future | Updated Staffing Plan: 3/25/2026 | Unit #: CT2100232
Current Stations,Northwest Auto,32 Railroad St,Canaan,CT,06018,Litchfield,Full Service,,ST0006075,U8680,(860) 824-4000,john@northwauto.com,John Consadine  - owner,Y - under served,,"6/3/22 - interested in taking over for Arnold's who closed their doors today | Updated Staffing Plan: 3/30/2026 | Bay Door: 9' 8"" x 9' 5"" wide | Unit #: CT2100138"
Current Stations,Pep Boys #250  - Berlin,44 Berlin Tpke,Berlin,CT,06037,Hartford,OBD Plus,,ST0006076,R5533,(860) 582-1234,svcmngr0250@pepboys.com,Jose Perez - Sta Mgr,Y,,"new station - unit purchased NOV 2022 | Monitor available, corporate wants emissions due to retail parts sales being closed down, manager didn’t seem to want to be involved in emsissions, right next to Bens Test Station | Updated Staffing Plan: 3/25/2026 | Bay Door: 12' | Unit #: CT2100246"
Current Stations,Firestone Southington,288 Queen Street,Southington,CT,06489,Hartford,OBD Plus,,ST0006077,R6375,(860) 863-0381,robertsjennifer@bfusa.com,Nick Frosolone  - Sta Mgr,Y,,Updated Staffing Plan: 2/4/2026 | Bay Door: 10' | Unit #: CT2100050 | Secondary Email: szimmerman@bfrc.com
Current Stations,Firestone Newington,2897 Berlin Turnpike,Newington,CT,06111,Hartford,OBD Plus,,ST0006078,R7408,(860) 856-9159,robertsjennifer@bfusa.com,Dennis Freeman - Sta Mgr,Y,,Updated Staffing Plan: 3/25/2026 | Bay Door: 10' | Unit #: CT2100082 | Secondary Email: szimmerman@bfrc.com
