Layer,Station Name,Address,City,State,Zip,County,Service Type,Status,Test Center ID / Station ID,Dealer # / DNR License,Phone,Email,Contact Name,Signed Contract (Y/N),Date of Install,Comments
Out of Program,Hillside Automotive Center Inc,54 Hillside Ave,Hartford,CT,06106,,,,,,(860) 951-1083,,,,,"very small (seats 1) waiting area & pkg lot, near roundabout, all 3 bays w/lifts, will install monitor, bath is new and clean | very small (seats 1) waiting area & pkg lot, near roundabout, all 3 bays w/lifts, will install monitor, bath is new and clean"
Out of Program,House of Cars CT,171 S Broad St,Meriden,CT,06450,New Haven,,,,,2034431323,,,,,"9/29 - called looking for information on how he would go about getting his station ready, 9/30 - Gage called to advise we are not accepting new stations at this time but he is now on the waiting list | 9/29 - called looking for information on how he would go about getting his station ready, 9/30 - Gage called to advise we are not accepting new stations at this time but he is now on the waiting list"
Out of Program,Huntington Center Gulf,20 Huntington St,Shelton,CT,06484,Fairfield,OBD Plus,,,,,gulf06484@gmail.com,,,,John doesn’t want to join because they can’t afford to dedicate one bay | John doesn’t want to join because they can’t afford to dedicate one bay
Out of Program,In Tune Automotive (at Sunoco sta),336 Main Ave,Norwalk,CT,06851,Fairfield,Full Service,,ST0006039,,(203) 849-1522 shop (914) 299-8746 owners cell,repairs@sunocous.com,,,,1/18/23 - submited written request to leave the program effective immediately | 1/18/23 - submited written request to leave the program effective immediately
Out of Program,Integrity Automotive LLC – Repair facility,148 Prince Hill Rd,Brooklyn,CT,06234,Windhm,Repair Only,,,,(860) 774-6200,,,,,8/27/24 - per Ray (cold call) possible replacement for Heritage Valley | 8/27/24 - per Ray (cold call) possible replacement for Heritage Valley
Out of Program,J & H Auto formerly Interstate Shell,647 School Street,Putnam,CT,06260,,,,,,8609282653,,,,,"lifts in both bays, small | lifts in both bays, small"
Out of Program,Jerry's Auto Care Center,628 Lakewood,Waterbury,CT,06704,New Haven,Full Svc?,no DNR,,,4752352822,,,,,"6/22 - poss replacement for Superior, site visit completed, Geoff has photos and report card, denied as they did not have a DNR | 6/22 - poss replacement for Superior, site visit completed, Geoff has photos and report card, denied as they did not have a DNR"
Out of Program,Jewett City Service Center LLC,190 North main Street,Griswold/Jewett City,CT,06351,New London,Full Service,,,U8157,(860) 383-6191,,,,,1/27 - still interested | 1/27 - still interested
Out of Program,Jiffy Lube # 1789 DBA Heartland Auto,480 Main Street,East Hartford,CT,06118,,,,,,(512) 769-5951,,,,,Gage spoke with the owner (203) 748-2466 who advised he is not interested | Gage spoke with the owner (203) 748-2466 who advised he is not interested
Out of Program,Jiffy Lube # 896,112 Federal Road,Danbury,CT,06811,Fairfield,,,,,(512) 769-5951,,,,,
Out of Program,Jim & Sons Auto Repair,18 Tosun Rd,Wolcott,CT,06716,New Haven,,,,,2038795612,Ness102@icloud.com,,,,"8/13/24 - cold call - Lizz called and left a message with callback info, will try them again Friday | 8/13/24 - cold call - Lizz called and left a message with callback info, will try them again Friday"
Out of Program,Jims Auto Sales and Service,13 Middlefield RD,Durham,CT,06422,Middlesex,OBD Plus,withdrew before implementation,ST0005010,,8603490684,faz1@comcast.net,,,,
Out of Program,John's Auto & Trucks,85 Mill Plain Road,Danbury,CT,06811,Fairfield,,,,R6856,,,,,,"can dedicate 1 bay w/no lift, will post signs for 3 pkg spots and install monitor, bath is large and clean, wait area/office combined | can dedicate 1 bay w/no lift, will post signs for 3 pkg spots and install monitor, bath is large and clean, wait area/office combined"
Out of Program,JT Value Tire,318 Middle St,Bristol,CT,06010,Hartford,OBD Plus,voluntarily withdrew before signing contract,ST0006109,R7990,8608636872,jtvaluetire@gmail.com,,,,6/25/24 - inquiried via website 9/9/24 - DMV approved 9/17/24 - G sent info on training 9/19 - G sent info on registering site and signing contract | 6/25/24 - inquiried via website 9/9/24 - DMV approved 9/17/24 - G sent info on training 9/19 - G sent info on registering site and signing contract
Out of Program,Kleemann Service Center,401 N. Main St.,Norwich,CT,06360,New London,Full Svc,,ST0006013 - voluntary withdrawal,,(860) 961-6230,kleemannauto@gmail.com,,,,10/31/24 - received notice of voluntary withdrawal 11/25 - DD to pick up next week | 10/31/24 - received notice of voluntary withdrawal 11/25 - DD to pick up next week
Out of Program,"L & L Equipment, Inc.",33 Peters Road,Bloomfield,CT,06002,Hartford,VIN Only,,CTVIN7575,,8602425666,service@landlequipment.com,,,,
Out of Program,LA Motors,420 Chase Avenue,Waterbury,CT,06704,New Haven,VIN Only,,CTVIN2641,,2037253944,lakewoodauto007@sbcglobal.net,,,,9/27 - GF | 9/27 - GF
Out of Program,Lees Auto Center Inc,171 West Road,Ellington,CT,06029,Tolland,Full Service,,ST0000469,,8608751444,brianl@leesautoranch.com,,,,
Out of Program,"Leo's Garage, LLC",54 Miry Brook Rd.,Danbury,CT,06811,Fairfield,VIN Only,,CTVIN2706,,2032414510,leosgaragellc@gmail.com,,,,
Out of Program,Libby's Sales & Service,60 Printers Lane,New Haven,CT,06519,New Haven,VIN Verification,,,N0476,2037721112,libbysevents@gmail.com,,,,"1/25/22 - contact requested by DMV, app submitted via website 1/27/22 - Very interested | 1/25/22 - contact requested by DMV, app submitted via website 1/27/22 - Very interested"
Out of Program,Litchfield Hills Motorsports LLC,159 Torrington Road,Goshen,CT,06756,Litchfield,Full Service,withdrew due to family obligations and elderly father,ST0003732 - unit to Bullard 3/5/25,,8604915467,lhmsports@yahoo.com,,,,11/23/24 - withdrew due to family obligation (father ill) | 11/23/24 - withdrew due to family obligation (father ill)
Out of Program,Longmeadow Automotive,92 Gary school Road,Pomfret Center,CT,06259,Windham,VIN Ver,,ST0006068,,8609285363,longmeadowauto@gmail.com,,,,"11/18 - ready for delivery 3/28/22 - advised they are no longer interested in participating in program, tech center notified we will need to pick up or equipment | 11/18 - ready for delivery 3/28/22 - advised they are no longer interested in participating in program, tech center notified we will need to pick up or equipment"
Out of Program,Lube Express,1429 East Putnam Avenue,Old Greenwich,CT,06870,Fairfield,OBD Plus,,ST0004722,,2036989531,porots8@hotmail.com,,,,under new ownership | under new ownership
Out of Program,M&M Auto and Tire,80 Granby Street,Bloomfield,CT,06002,Hartford,,,,U8253,8602068106,,,,,1/27/22 left vm | 1/27/22 left vm
Out of Program,M&M Auto Repair,415 North Avenue,Bridgeport,CT,06606,Fairfield,,,,R7121,(203) 362-2266,,,,,
Out of Program,Macara Vehicle Services,207 N Main St,Norwich,CT,06360,New London,,,,,8608870548,rjanovic@macarainc.com,,,,
Out of Program,Mac's Quick Lube LLC,3 A Newtown Road,Danbury,CT,06810,Fairfield,,,,R6784,2037910400,,,,,disconnected | disconnected
Out of Program,Mad Hatter - Enfield,14 Cranbrook Drive,Enfield,CT,06082,Hartford,OBD Plus,,ST0006081,R7691,(860) 488-3957,madhatterenfield@gmail.com; madhatter.brandenleblanc@gmail.com,,,,11/15/22 - notified of transfer taking place tomorrow. Advised will need to go thru new facility acceptance process | 11/15/22 - notified of transfer taking place tomorrow. Advised will need to go thru new facility acceptance process
Out of Program,Fred & Bonnie LLC dba Foxy's 44 LLC,221 W Main St,Avon,CT,06001,Hartford,Full Service,,ST0006086,R7894,(860) 916-8484,dfox@foxboxdumpsters.com,,,,5/2 - notified Valvoline is going to be leasing this location when their DNR app is approved | 5/2 - notified Valvoline is going to be leasing this location when their DNR app is approved
Out of Program,Mainstream Motor LLC,559 Main Street,Plymouth,CT,06782,Litchfield,,,,U8545,(860) 845-5252,,,,,disconnected | disconnected
Out of Program,Mansfield Auto Parts,214 Staffor Rd,Mansfield,CT,06250,Tolland,,,,,,,,,,
Out of Program,Maple Ave Repair LLC,170 N Main St,Middletown,CT,06457,Middlesex,,no DNR,,R7711,(860) 770-2041,,,,,1/27/22 - vm | 1/27/22 - vm
Out of Program,Marselli Precision Automotive LLC,272 South Main Street,East Windsor,CT,06088,Hartford,,,,U7904,(860) 761-2619,,,,,not interested | not interested
Out of Program,Meineke - Ansonia,472 Main St,Ansonia,CT,06401,New Haven,OBD Plus,,,R4508,2034464432,,,,,not interested | not interested
Out of Program,Meineke - Berlin,658 Berlin Turnpike,Berlin,CT,06037,Hartford,OBD Plus,no DNR,,U6685,8609474797,jemsystemsinc@gmail.com,,,,
Out of Program,Meineke - Bristol,1114 Farmington Ave,Bristol,CT,06010,Hartford,OBD Plus,,,R7426,8602612888,,,,,7/18/23 - spoke with Dave who advised this store has closed | 7/18/23 - spoke with Dave who advised this store has closed
Out of Program,Meineke - Colchester,493 Norwich Avenue,Colchester,CT,06415,New London,OBD Plus,no DNR,,U7837,(860) 537-2220,2231meineke2475@gmail.com,,,,
Out of Program,Meineke - Manchester,290 A Broad Street,Manchester,CT,06040,Hartford,OBD Plus,,,,,,,,,out of business | out of business
Out of Program,Meineke - Meriden,392 West Main Street,Meriden,CT,06451,New Haven,Test and Repair,withdrew before implementation,ST0005072,,2032354949,"mark.sproule@meinekecarcarect.co,",,,,"4/13/21 - DMV advises Meriden has been decommissioned and equipment removed, same owner as Rocky Hill Meineke | 4/13/21 - DMV advises Meriden has been decommissioned and equipment removed, same owner as Rocky Hill Meineke"
Out of Program,Meineke - Meriden,392 West Main Street,Meriden,CT,06457,New Haven,OBD Plus,,,R5852,2035990788,,,,,not interested | not interested
Out of Program,Meineke - Rocky Hill,2000 Silas Deane Highway,Rocky Hill,CT,06067,Hartford,Test and Repair,withdrew before implementation,ST0005019,,8603724424,"mark.sproule@meinekecarcarect.co,",,,,4/13/21 - DMV advises the new owner wishes to continue doing emissions butthey hsve not received any paperwork so the location remains locked out | 4/13/21 - DMV advises the new owner wishes to continue doing emissions butthey hsve not received any paperwork so the location remains locked out
Out of Program,Meineke - Wallingford,1192 North Colony Road,Wallingford,CT,06492,New Haven,OBD Plus,,,U7503,(203) 395-7075,,,,,not interested | not interested
Out of Program,Meineke - Waterbury,760 Wolcott St,Waterbury,CT,06705,New Haven,OBD Plus,,,R6494,(203) 395-7075,,,,,not interested | not interested
Out of Program,Meineke Car Care Center,1012 New Britain Avenue,West Hartford,CT,06110,Hartford,Full Service,,ST0006026 - decertified,,(860) 953-1534,jessavitable@sbcglobal.net: jon.avitable63@gmail.com,,,,
Out of Program,Mercier's Kustom Auto Body,231 Field Road Unit #1,Somers,CT,06072,Tolland,,,,,(860) 749-0055,,,,,
Out of Program,Midas - Danbury,350 Main Street,Danbury,CT,06810,Fairfield,OBD Plus,,,R6444,(203) 743-6369,,,,,"5 bays, services police vehicels so he cant remove lifts, cannot afford a CTI | 5 bays, services police vehicels so he cant remove lifts, cannot afford a CTI"
Out of Program,Midas - Enfield,5 Palomba Drive,Enfield,CT,06082,Hartford,OBD Plus,,,R6952,8602658501,,,,,"Per Jim, not interested, can't afford manpower | Per Jim, not interested, can't afford manpower"
Out of Program,Midas - Stamford,41 Main Street,Stamford,CT,06901,Fairfield,OBD Plus,,,R7381,(203) 324-9207,,,,,"per Andrew, not interested, limited space | per Andrew, not interested, limited space"
Out of Program,Middlebury Garage,1126 Middlebury Road,Middlebury,CT,06762,New Haven,Test and Repair,,ST0004870,,2037582018,sean@middleburygarage.com,,,,"8-5, on the fence about continuing due to limited testing | 8-5, on the fence about continuing due to limited testing"
Out of Program,Middlesex Auto Center,29 Meriden Road,Middlefield,CT,06481,Middlesex,OBD Plus,voluntarily withdrew,ST0004710,,8603461064,middlesexauto@att.net,,,,"10/25 - received request for voluntary withdrawal 11/7/24 - unit retrieved, contract deactivated | 10/25 - received request for voluntary withdrawal 11/7/24 - unit retrieved, contract deactivated"
Out of Program,Mike Smith Transmissions & Auto Center,849 N Main St,Danielson,CT,06239,,,,,,(860) 774-8421,,,,,"pot holes at entrance, lift in bay, will need to install monitor, large waiting room, clean bathroom, 2 mi from another test site | pot holes at entrance, lift in bay, will need to install monitor, large waiting room, clean bathroom, 2 mi from another test site"
Out of Program,Mikes Auto Service,54 Pane Road,Newington,CT,06111,Hartford,OBD Plus,,ST0001264 - unit to ST0006117,U5268,8606671426,mike@mikesnewington.com; cindy@mikesnewington.com,,,,"3/29/21 - not happy with the hours required by State, is interested in becoming a BETA site and would like a visit from management to discuss program further | 3/29/21 - not happy with the hours required by State, is interested in becoming a BETA site and would like a visit from management to discuss program further"
Out of Program,Milex Auto Repair,1289 Stratford Avenue,Stratford,CT,06615,Fairfield,OBD Plus,,ST0004713,,2033782679,milexauto@att.net,,,,"very little parking, wait area dirty, restroom small and dirty, junk piled in front of test bay, whole shop is dirty | very little parking, wait area dirty, restroom small and dirty, junk piled in front of test bay, whole shop is dirty"
Out of Program,MiMi Dragone Inc dba Wood Ave Auto Sales LLC,134 Albion Sreet,Bridgeport,CT,06605,Fairfield,U8217,,,,(203) 612-6200,,,,,disconnected | disconnected
Out of Program,MJ Sullivan,452 Broad Street,New London,CT,06320,New London,OBD Plus,,ST0000193 - now Colonial,,8604424371,stevens.mjsullivan@snet.net,,,,3/1/24 - site sold now Colonial | 3/1/24 - site sold now Colonial
Out of Program,Monro #213,901 Bostion Post Rd,Old Saybrook,CT,06475,Middlesex,OBD Plus,,ST0006054 - decertified,,(860) 388-1016,Store0213@monro.com,,,,1/16/24 - site has not tested since 11/17/23 and no closures entered 1/10/24 - locked out and closure entered thru May | 1/16/24 - site has not tested since 11/17/23 and no closures entered 1/10/24 - locked out and closure entered thru May
Out of Program,Monro #607,556 Boston Post Road,Guilford,CT,06437,New Haven,OBD Plus,,ST0006067 - decertified,,(203) 458-1658,store0607@monro.com,,,,1/10/24 - per Nicki closed indefinitely due to no inspectors Have not tested since October 2023. Closure was entered thru Nov and was extended thru Mar 2024 | 1/10/24 - per Nicki closed indefinitely due to no inspectors Have not tested since October 2023. Closure was entered thru Nov and was extended thru Mar 2024
Out of Program,Monro Muffler Store #1450,252 Flanders Road,Niantic,CT,06357,New London,OBD Plus,,,,(860) 739-0630,store0152@monrostores.com; cynthia.angora@monro.com,,,,9/1 - used car lot is full | 9/1 - used car lot is full
Out of Program,Monro Muffler Store #152,240 East Main Street,Clinton,CT,06413,Middlesex,OBD Plus,site closed without notification,ST0006042,,(860) 669-1975,Store0152@monro.com,,,,10/7/24 - received motorist complaint stating he had an appt and rec'd confirmation yet when he got there was told the system was down | 10/7/24 - received motorist complaint stating he had an appt and rec'd confirmation yet when he got there was told the system was down
Out of Program,Monro Muffler Store #160,41 Lake Avenue Extension,Danbury,CT,06811,Fairfield,OBD Plus,,,,,shop160@monrostores.com,,,,"lift in bay, will need to install monitor, waiting room is very large with only 1 chair, appears to have ample parking, no pics of bathroom | lift in bay, will need to install monitor, waiting room is very large with only 1 chair, appears to have ample parking, no pics of bathroom"
Out of Program,Monro Muffler Store #171,789 Foxon Road,East Haven,CT,06512,New Haven,OBD Plus,decertified,ST0006044,,(203) 469-2422,Store0171@monro.com,,,,"1/16/24 - locked out, Jack advised they have until Jan 26 to resume testing or they will be decertified | 1/16/24 - locked out, Jack advised they have until Jan 26 to resume testing or they will be decertified"
Out of Program,Monro Muffler Store #178,984 Main Street (Route 63),Watertown,CT,06795,Litchfield,OBD Plus,decertified,ST0006045,,(860) 945-6537,Store0178@monro.com,,,,"station to be decertified as they have not tested since October 2023, closure thru April 2024 | station to be decertified as they have not tested since October 2023, closure thru April 2024"
Out of Program,Monro Muffler Store #194,317 North Frontage Road,New London,CT,06320,New London,OBD Plus,decertified,ST0006048,,(860) 440-3772,store0194@monro.com,,,,8/16/23 - per Jack they were permanently removed from program 10/1/24 - reinstated | 8/16/23 - per Jack they were permanently removed from program 10/1/24 - reinstated
Out of Program,Monro Muffler Store #200,774 Rubber Avenue,Naugatuck,CT,06770,New Haven,OBD Plus,decertified,ST0006051,,(203) 729-0038,Store0200@monro.com,,,,8/16/23 - per Jack they were permanently removed from program 8/17/23 - reinstated | 8/16/23 - per Jack they were permanently removed from program 8/17/23 - reinstated
Out of Program,Monro Muffler Store #205,1043 Bridgeport Avenue,Milford,CT,06460,New Haven,OBD Plus,decertified,ST0006052,,(203) 874-0352,store0205@monro.com,,,,1/17/25 - to be decertified 3/4/25 - Cynthia notified | 1/17/25 - to be decertified 3/4/25 - Cynthia notified
Out of Program,Monro Muffler Store #248,56 Division Street,Derby,CT,06418,Fairfield,OBD Plus,decertified,ST0006056,,(203) 735-7101,Store0248@monro.com,,,,10/19 - ready for unit delivery | 10/19 - ready for unit delivery
Out of Program,Monro Muffler Store #349,885 South Main Street,Cheshire,CT,06410,New Haven,OBD Plus,decertified,ST0006059,,(203) 272-5660,store0349@monro.com,,,,"10/19 - ready for unit delivery 2/2 - Jack spoke with Mike, Sta Mgr and advised they had defaulted and we would pick up our equipment Monday, 2/7 | 10/19 - ready for unit delivery 2/2 - Jack spoke with Mike, Sta Mgr and advised they had defaulted and we would pick up our equipment Monday, 2/7"
Out of Program,Monro Muffler Store #508,445 Queen Street,Southington,CT,06489,Hartford,OBD Plus,unit removed before install,ST0006018,,(860) 628-9488,store0508@monro.com,,,,11/12/21 - unit was delivered but customer refused to allow installl 11/13 - unit picked up and delivered to Briggs Tire (4262) | 11/12/21 - unit was delivered but customer refused to allow installl 11/13 - unit picked up and delivered to Briggs Tire (4262)
Out of Program,Monro Muffler Store #513,3334 Berlin Turnpike,Newington,CT,06111,Hartford,OBD Plus,decertified,ST0006062,,(860) 666-7778,Store0513@monro.com,,,,"1/16/24 - locked out, Jack advised they have until Jan 26 to resume testing or they will be decertified | 1/16/24 - locked out, Jack advised they have until Jan 26 to resume testing or they will be decertified"
Out of Program,Monro Muffler Store #515,615 Hartford Road,New Britain,CT,06053,Hartford,OBD Plus,decertified,ST0006064,,(860) 224-4493,store0515@monro.com,,,,
Out of Program,Monro Muffler Store #521,431 Main Street,East Hartford,CT,06118,Hartford,OBD Plus,voluntarily withdrew after unit was damaged,ST0006004,,(860) 569-7037,Store0521@monro.com,,,,10/5/23 - removed per JPierce for failure to comply 10/10/23- reinstated | 10/5/23 - removed per JPierce for failure to comply 10/10/23- reinstated
Out of Program,Monro Muffler Store #670,211 Albany Turnpike,Canton,CT,06019,Hartford,OBD Plus,unit removed before install,ST0006007,,(860) 693-8405,cynthia.angora@monro.com,,,,"10/19 - ready for unit delivery, not on original list of active stations | 10/19 - ready for unit delivery, not on original list of active stations"
Out of Program,Monro Muffler Store #98,26A Newtown Road (Rte 6),Danbury,CT,06810,Fairfield,OBD Plus,,,,(203) 730-9905,shop098@monrostores.com,,,,"lift in bay, clean bath, glass wall/door but will need to install monitor for test bay, large parking lot, less than 1/2 mi from Goodyear | lift in bay, clean bath, glass wall/door but will need to install monitor for test bay, large parking lot, less than 1/2 mi from Goodyear"
Out of Program,Montambaults Inc,1676 Thomaston Avenue,Waterbury,CT,06704,New Haven,Full Service,,ST0003548,,2037567026,emontambault@sbcglobal.net,,,,requested voluntary withdrawal as of Jan. Their last test done 1/2/24 | requested voluntary withdrawal as of Jan. Their last test done 1/2/24
Out of Program,Montville Auto Inc.,904 Rte. 32,Uncasville,CT,06382,New London,,,,U8246,(860) 848-4016,,,,,disconnected | disconnected
Out of Program,Motor Works,233 A. White Street,Danbury,CT,06810,Fairfield,OBD Plus,,,,(203) 792-9440,,,,,too many other things going on | too many other things going on
Out of Program,New England Auto World,208 Seymour Avenue,Derby,CT,06418,New Haven,OBD Plus,,ST0005038,,2039516000,debbie@group7auto.com,,,,"change of name/ownership, waiting for D&R license | change of name/ownership, waiting for D&R license"
Out of Program,New Fairfield Automotive Inc,104 Route 39 North,New Fairfield,CT,06812,Fairfield,OBD Plus,,CTVIN6347,,2037462422,newfairfieldautomotive@gmail.com,,,,
Out of Program,New Image Auto LLC,969 Killingworth Road,Higganum,CT,06441,Middlesex,OBD Plus,,ST0005049,,8603454185,service@newimageautoct.com,,,,
Out of Program,New London Motors Inc,467 Colman Street,New London,CT,06320,New London,,,,U7706,(860) 701-0122,,,,,DMV agent is a resident and past employees not really impressed about the things they have seen and heard. Not reliable or clean 1/27/22 - disconnected | DMV agent is a resident and past employees not really impressed about the things they have seen and heard. Not reliable or clean 1/27/22 - disconnected
Out of Program,Nick's Precision Automotive Svcs Ctr Inc,531 Tunxis Hill Road,Fairfield,CT,06825,Fairfield,,,,R7401,2033664775,admin@rsmgt.net,,,,(860) 848-4015 or (860) 848-4016 both are not working #s | (860) 848-4015 or (860) 848-4016 both are not working #s
Out of Program,O'Neill's Chevrolet Buick Inc,5 West Main Street,Avon,CT,06001,Hartford,Full Service,,ST0000171,,8606771666,amanda@oneillschevybuick.com; cjswarhead@yahoo.com,,,,"received notice of withdrawal effective June 14, 2024 | received notice of withdrawal effective June 14, 2024"
Out of Program,Palace Garage Inc DBA York Service Center,322 Davenport Avenue,New Haven,CT,06519,,,,,,(203) 789-1515,,,,,"lvm x2 for Jose - Svc Mgr - requested call back - no response, spoke w/Elray who advised they do not have the option to decide. We should call the area manager Arash (413) 241-0048 for mre info | lvm x2 for Jose - Svc Mgr - requested call back - no response, spoke w/Elray who advised they do not have the option to decide. We should call the area manager Arash (413) 241-0048 for mre info"
Out of Program,Partyka Chevrolet Inc,200 Skiff Street,Hamden,CT,06517,New Haven,Test and Repair,,ST0003190,,2032887761,,,,,"4/1/21 - claim they are no longer doing testing? 6/14 - on sheet as enrolled but claim they are not in the program, originally moved to out but moved back to acitve 6/15 - contacted today per JP request | 4/1/21 - claim they are no longer doing testing? 6/14 - on sheet as enrolled but claim they are not in the program, originally moved to out but moved back to acitve 6/15 - contacted today per JP request"
Out of Program,Paul's Service Center Inc,819 Lindley Street,Bridgeport,CT,06606,Fairfield,,,,U5202,(203) 367-2736,,,,,Not intersted | Not intersted
Out of Program,Pep Boys - Bridgeport,513 Boston Avenue,Bridgeport,CT,06610,Fairfield,OBD Plus,,ST0005002,,2033356009,arash_behfar@pepboys.com,,,,"4/5 - parking signs knocked down, could not see monitor, we have pics but report card is missing 6/28 - Gage onsite - no issues found | 4/5 - parking signs knocked down, could not see monitor, we have pics but report card is missing 6/28 - Gage onsite - no issues found"
Out of Program,Pep Boys - Hamden,2301 Dixwell Avenue,Hamden,CT,06514,New Haven,Full Service,,,R5568,(203) 281-4441 or cell (215) 430-9428,martin_corbett@pepboys.com,,,,"11 bays, ample parking, will install monitor, auto parts section being remodeled | 11 bays, ample parking, will install monitor, auto parts section being remodeled"
Out of Program,Pep Boys - Mystic,2400 Gold Star Highway,Mystic,CT,06355,New London,Full Service,,ST0005066,,8605369235,paulcerveny@yahoo.com,,,,would not allow us to view their site 7/27/21 - removed per JPierce | would not allow us to view their site 7/27/21 - removed per JPierce
Out of Program,Pep Boys - Waterbury,699 Wolcott Street,Waterbury,CT,06705,New Haven,OBD Plus,,ST0003587,,2037575678,martin_corbett@pepboys.com; svcmgr0277@pepboys.com,,,,6/29 - no issues found during site visit 7/27/21 - removed per Jpierce | 6/29 - no issues found during site visit 7/27/21 - removed per Jpierce
Out of Program,Pete's Auto & Service LLC,119 North Main Street,Norwich,CT,06360,New London,OBD Plus,,ST0005065,,8608929522,petesautosalesllc@gmail.com,,,,10/6/23 - closed due to death in family and restructuring of business 1/4/24 - called for status update but phone goes to fast busy. 1/8/24 - emailed Pete advising we need a status update ASAP if they want to continue tpo participate in program | 10/6/23 - closed due to death in family and restructuring of business 1/4/24 - called for status update but phone goes to fast busy. 1/8/24 - emailed Pete advising we need a status update ASAP if they want to continue tpo participate in program
Out of Program,Pete's Auto Sales LLC,16 River Rd,Lisbon,CT,06351,New London,Full Service,,CTVIN5122,,(860) 892-9522,petesautosalesllc@gmail.com,,,,"10/19 - left message 10/19 - Jody will have to check w/staff to see where they stand, she is questioning whether the area they chose for the unit is going to work 2/28 - notified they are closing this location and request unit be picked up | 10/19 - left message 10/19 - Jody will have to check w/staff to see where they stand, she is questioning whether the area they chose for the unit is going to work 2/28 - notified they are closing this location and request unit be picked up"
Out of Program,Plaza Service Center Inc,12 N Plains Industrial Road,Wallingford,CT,06492,New Haven,Full Service,,ST0006036,,(203) 269-3550,nickclark@plazaservicecenter.com,,,,no pics - refuses to dedicate 1 bay for emissions (lifts in all 3 bays as well) | no pics - refuses to dedicate 1 bay for emissions (lifts in all 3 bays as well)
Out of Program,PR Automotive LLC,677-682 Madison Ave,Bridgeport,CT,06606,Fairfield,,,,,(203) 338-9669 (203) 916--6222,,,,,45 - 1/27 - # disconnected | 45 - 1/27 - # disconnected
Out of Program,Precision Tune Auto Care - NEW OWNERSHIP,475 River Road,Shelton,CT,06484,,,,,,(203) 924-8863,,,,,"8/2 - spoke with Pam, said at this time they are not interested | 8/2 - spoke with Pam, said at this time they are not interested"
Out of Program,Premier Auto Sport,805 Post Road,Darien,CT,06820,Fairfield,OBD Plus,withdrew before signing contract,ST0006110,R6884,(203) 655-1578,repairs@darienautobody.com,,,,"7/30/21 - 5 bays w/lifts and no public bathroom but will consider removing/remodeling, wait area is clean but no seating seen in pics, will install monitor, parking is clustered, 1 mi from another sta | 7/30/21 - 5 bays w/lifts and no public bathroom but will consider removing/remodeling, wait area is clean but no seating seen in pics, will install monitor, parking is clustered, 1 mi from another sta"
Out of Program,Premium Auto Group LLC,16 Danbury Road,New Milford,CT,06776,Litchfield,OBD Plus,,ST0005088,,8607996666,premiumautogroupct@gmail.com,,,,"3/22/24 - locked for tax lien 4/22/24 - notified of transfer by new owners 5/2 - new owners came in for training, waiting for new owner DNR info, asked DMV if anything is pending as well 5/8 - haven't heard anything from either | 3/22/24 - locked for tax lien 4/22/24 - notified of transfer by new owners 5/2 - new owners came in for training, waiting for new owner DNR info, asked DMV if anything is pending as well 5/8 - haven't heard anything from either"
Out of Program,Putnam Ford Inc,3 Park Road,Putnam,CT,06260,Windham,Full Service,,ST0006016,,(860)-928-2731,jdykeman@hvautoct.com; jdykeman@putnam-ford.com; service@putnam-ford.com; putnamservice@hvautoct.com; calbee@hvautoct.com,,,,"9/30/23 - no one has been decided, Manny claims he hasn't been contacted by inspectors, Gage is following up with him 11/6 - Manny advises they are ready for delivery | 9/30/23 - no one has been decided, Manny claims he hasn't been contacted by inspectors, Gage is following up with him 11/6 - Manny advises they are ready for delivery"
Out of Program,Quiet Zone of Orange,404 Boston Post Rd,Orange,CT,06477,New Haven,VIN Only,,CTVIN8554,,2035539950,howiefish@mac.com; jim_oppedisano@yahoo.com,,,,"left multiple vm’s and drove to site 10/14. Guard at main gate would not allow me to pass. I called their “emergency hotline” and explained I need authorization to get on premises. She told me someone would speak to the guard. I returned 15 minutes later, but the guard said no one had spoken to him. Left business card | left multiple vm’s and drove to site 10/14. Guard at main gate would not allow me to pass. I called their “emergency hotline” and explained I need authorization to get on premises. She told me someone would speak to the guard. I returned 15 minutes later, but the guard said no one had spoken to him. Left business card"
Out of Program,R & J Auto Sales & Repair LLC,25 Radel Street,Bridgeport,CT,06607,Fairfield,,,,U8320,(203) 275-8484,,,,,no longer on google | no longer on google
Out of Program,R & J Auto Sales and Repairs LLC,1309-1365 Barnum Ave,Bridgeport,CT,06610,Fairfield,,,,U8326,(203) 274-8484,,,,,no longer on google | no longer on google
Out of Program,R K Rogers LTD Inc,281 Woodmont Road,Milford,CT,06460,New Haven,OBD Plus,site was sold without notifying us or DMV,ST0004745,,(203) 874-6703,rogers_automotive@yahoo.com,,,,"8-5, sta mgr wants to be there day of visit | 8-5, sta mgr wants to be there day of visit"
Out of Program,Rides Autosports,235 Meriden Road,Waterbury,CT,06705,New Haven,,,,U8290,(203) 754-7433,,,,,disconnected | disconnected
Out of Program,Roberts Chrysler-Dodge,87 South Broad Street,Meriden,CT,06450,New Haven,OBD Plus,,ST0000023,,2032380036,fcruz@robertsag.net,,,,"voluntarily withdrawal, unit picked up 9/21/23 | voluntarily withdrawal, unit picked up 9/21/23"
